median_income,housing_median_age,total_rooms,ocean_proximity,median_house_value
6.5095,25.0,1134.0,3.0,3.712
3.5156,39.0,786.0,3.0,2.189
2.983,45.0,1397.0,3.0,2.027
3.524,45.0,2315.0,3.0,1.862
3.1103,44.0,1613.0,3.0,1.889
3.5781,44.0,1421.0,3.0,1.8
3.1682,18.0,5778.0,3.0,2.027
2.6101,27.0,3094.0,3.0,1.817
3.6932,18.0,3905.0,3.0,1.668
3.4583,43.0,3046.0,3.0,1.837
3.9032,19.0,3516.0,3.0,2.18
4.0208,36.0,998.0,3.0,1.915
3.5547,36.0,1464.0,3.0,1.947
4.5859,17.0,1463.0,3.0,1.872
2.6321,21.0,4124.0,3.0,2.231
3.395,17.0,2380.0,3.0,2.713
3.9702,36.0,1266.0,3.0,1.941
5.0043,36.0,2239.0,3.0,1.904
4.4659,38.0,1571.0,3.0,1.891
3.6625,38.0,1246.0,3.0,1.846
3.8864,36.0,1501.0,3.0,1.973
3.4583,36.0,1468.0,3.0,1.926
3.7813,36.0,1118.0,3.0,1.922
2.9917,36.0,1097.0,3.0,1.946
4.4375,36.0,1719.0,3.0,1.935
4.0,24.0,1755.0,3.0,2.026
2.3869,16.0,1687.0,3.0,0.833
4.7609,24.0,2262.0,3.0,2.126
5.4858,5.0,2087.0,3.0,1.878
4.3971,36.0,1480.0,3.0,2.057
4.0109,36.0,1545.0,3.0,1.929
4.3864,35.0,2632.0,3.0,2.052
4.2841,30.0,2261.0,3.0,2.134
5.1312,39.0,1670.0,3.0,1.836
2.9958,37.0,2141.0,3.0,1.784
3.6364,27.0,3337.0,3.0,2.192
2.7955,31.0,3184.0,3.0,1.831
2.9507,44.0,2341.0,3.0,1.571
3.4375,30.0,1197.0,3.0,1.578
2.875,34.0,1131.0,3.0,1.617
3.0345,38.0,1164.0,3.0,1.521
2.679,41.0,3495.0,3.0,1.449
2.9922,17.0,2488.0,3.0,1.799
4.1042,35.0,2681.0,3.0,1.791
2.5833,19.0,2495.0,3.0,1.599
2.1552,23.0,1689.0,3.0,1.614
2.3274,29.0,1298.0,3.0,1.704
2.4206,19.0,2693.0,3.0,1.375
2.6464,37.0,2444.0,3.0,1.552
3.4643,42.0,1472.0,3.0,1.609
2.3973,10.0,2227.0,3.0,1.673
6.5,20.0,200.0,3.0,3.4
6.0574,32.0,1283.0,0.0,4.31
3.8958,6.0,2445.0,3.0,3.011
4.7813,21.0,1307.0,3.0,2.419
3.2829,5.0,3785.0,3.0,1.625
5.3169,10.0,2031.0,3.0,2.992
6.2579,10.0,8299.0,3.0,3.155
5.1701,23.0,7518.0,3.0,2.168
3.25,36.0,1815.0,3.0,2.181
3.1796,30.0,5367.0,3.0,1.703
2.4196,26.0,1167.0,3.0,2.75
2.6563,26.0,2607.0,3.0,1.841
0.9637,29.0,493.0,3.0,1.6
2.3357,48.0,1252.0,3.0,1.75
3.5114,41.0,1382.0,3.0,1.975
3.3125,43.0,500.0,3.0,1.5
2.4042,29.0,2333.0,3.0,2.056
2.8322,41.0,1834.0,3.0,1.703
2.5156,43.0,1415.0,3.0,1.909
3.4032,37.0,1352.0,3.0,1.969
2.535,37.0,2116.0,3.0,1.74
2.5772,37.0,1976.0,3.0,1.702
3.0962,38.0,1779.0,3.0,1.809
2.9564,34.0,3659.0,3.0,1.505
3.125,31.0,1892.0,3.0,1.671
2.95,35.0,1958.0,3.0,1.489
4.38,40.0,1553.0,3.0,1.964
4.0417,37.0,2412.0,3.0,1.911
3.8,36.0,2110.0,3.0,1.875
3.4839,45.0,2179.0,3.0,1.806
4.0588,45.0,2457.0,3.0,1.828
4.1974,44.0,2147.0,3.0,1.793
3.6,43.0,1676.0,3.0,1.794
4.267,35.0,2976.0,3.0,2.103
4.2386,34.0,3036.0,3.0,1.923
5.5797,35.0,2472.0,3.0,1.981
4.0682,36.0,1487.0,3.0,1.962
3.1734,38.0,2012.0,3.0,1.816
4.8125,37.0,3156.0,3.0,1.883
3.8676,40.0,1748.0,3.0,1.84
3.9395,33.0,3429.0,3.0,1.847
3.2434,42.0,3592.0,3.0,1.799
3.0917,38.0,1035.0,3.0,1.672
3.0645,32.0,3028.0,3.0,1.654
2.7019,33.0,2431.0,3.0,1.54
3.1115,39.0,2069.0,3.0,1.535
3.4722,40.0,1340.0,3.0,1.354
2.2222,39.0,1160.0,3.0,1.583
6.1104,32.0,2015.0,3.0,2.407
4.2733,22.0,3882.0,3.0,1.807
3.2465,27.0,3239.0,3.0,2.306
3.2417,28.0,2932.0,3.0,2.108
3.875,38.0,2104.0,3.0,1.653
6.0501,29.0,1694.0,3.0,2.542
6.8233,18.0,3000.0,3.0,3.326
6.3501,23.0,2419.0,3.0,3.5
2.6719,28.0,2280.0,3.0,1.612
3.875,21.0,5031.0,3.0,1.793
2.5625,33.0,1547.0,3.0,1.543
3.016,31.0,3300.0,3.0,1.618
2.7694,17.0,5018.0,3.0,1.619
3.6818,35.0,1813.0,3.0,1.654
2.1382,37.0,1997.0,3.0,1.666
3.7303,37.0,901.0,3.0,1.497
3.875,35.0,686.0,3.0,1.621
3.0489,33.0,1954.0,3.0,1.526
2.8203,27.0,2630.0,3.0,1.952
4.3897,35.0,1130.0,3.0,1.906
4.7143,35.0,1184.0,3.0,1.938
4.6875,34.0,656.0,3.0,2.006
3.2091,29.0,2544.0,3.0,1.5
4.275,36.0,1305.0,3.0,1.853
4.1302,36.0,1755.0,3.0,1.727
3.09,35.0,2843.0,3.0,1.741
4.5417,25.0,2538.0,3.0,1.944
4.6635,28.0,1784.0,3.0,2.067
4.4427,31.0,1797.0,3.0,2.045
4.5303,36.0,410.0,3.0,1.75
2.375,26.0,162.0,3.0,1.375
3.8171,18.0,9963.0,3.0,1.872
4.5281,35.0,2361.0,3.0,1.736
4.3456,19.0,862.0,3.0,1.63
3.4861,18.0,4335.0,3.0,3.316
5.2312,31.0,1487.0,3.0,1.976
3.6708,8.0,3592.0,3.0,1.979
3.8875,40.0,432.0,3.0,2.281
3.9167,34.0,1457.0,3.0,1.895
3.9063,32.0,1578.0,3.0,1.842
3.7895,29.0,2172.0,3.0,1.809
3.8,36.0,1340.0,3.0,1.72
5.7309,36.0,1116.0,3.0,1.779
4.1141,36.0,1885.0,3.0,1.731
5.2838,36.0,1180.0,3.0,1.726
3.3479,30.0,5267.0,3.0,1.821
3.142,23.0,1897.0,3.0,1.795
3.7614,31.0,767.0,3.0,1.76
4.25,33.0,691.0,3.0,1.926
3.9338,36.0,786.0,3.0,1.827
2.5158,22.0,5861.0,3.0,1.349
2.4808,27.0,2784.0,3.0,1.576
4.7083,25.0,4524.0,3.0,1.909
4.1652,37.0,1468.0,3.0,1.582
3.5541,20.0,1655.0,3.0,3.5
3.8036,33.0,1227.0,3.0,1.582
3.8259,33.0,1160.0,3.0,1.461
3.2331,33.0,952.0,3.0,2.267
4.7109,35.0,2072.0,3.0,1.987
4.2468,32.0,2964.0,3.0,2.212
6.396,35.0,1032.0,3.0,2.085
3.8125,35.0,657.0,3.0,2.042
3.2857,32.0,1540.0,3.0,1.932
3.8929,35.0,1298.0,3.0,2.095
3.7262,36.0,1409.0,3.0,1.649
4.0125,37.0,1383.0,3.0,1.614
4.1719,36.0,1151.0,3.0,1.87
4.2857,35.0,899.0,3.0,1.904
3.6458,37.0,1793.0,3.0,1.566
2.6875,17.0,2485.0,3.0,1.573
3.7292,35.0,1931.0,3.0,1.681
4.5913,24.0,2329.0,3.0,1.776
3.8625,12.0,6711.0,3.0,2.089
3.3611,23.0,1939.0,3.0,1.692
2.8971,16.0,1642.0,3.0,1.639
4.0326,34.0,1619.0,3.0,1.647
4.0682,35.0,517.0,3.0,1.569
5.3644,36.0,1570.0,3.0,1.688
4.7019,35.0,1213.0,3.0,1.741
5.64,27.0,1826.0,3.0,2.065
3.7931,26.0,2261.0,3.0,2.039
4.6458,9.0,3666.0,0.0,2.17
3.694,36.0,1633.0,3.0,1.596
2.652,31.0,2155.0,3.0,1.598
3.5,32.0,1295.0,3.0,1.543
3.2386,32.0,1295.0,3.0,1.496
5.097,33.0,1518.0,3.0,1.886
4.3875,17.0,3314.0,3.0,2.385
4.625,22.0,3009.0,3.0,2.353
5.0406,6.0,2605.0,3.0,2.614
5.8704,17.0,5159.0,3.0,2.344
5.3226,18.0,1726.0,3.0,2.317
4.235,16.0,1816.0,3.0,1.563
4.825,13.0,2578.0,3.0,2.22
5.5218,15.0,2576.0,3.0,2.544
6.5116,16.0,1644.0,3.0,2.443
6.0661,16.0,1606.0,3.0,2.47
6.0074,16.0,3349.0,3.0,2.365
4.6211,15.0,3475.0,3.0,1.514
5.225,16.0,1893.0,3.0,2.137
5.3428,14.0,1727.0,3.0,2.436
3.7462,15.0,6243.0,3.0,2.125
4.5721,24.0,2077.0,3.0,2.147
3.6923,18.0,1165.0,3.0,2.132
4.6786,16.0,4371.0,3.0,2.56
2.875,2.0,838.0,3.0,2.375
3.3617,15.0,3052.0,3.0,1.781
5.7579,17.0,4313.0,3.0,2.318
2.9706,36.0,385.0,3.0,1.479
3.9022,10.0,3046.0,3.0,1.917
4.6146,21.0,4342.0,0.0,2.476
5.7192,15.0,3575.0,0.0,2.835
3.6832,20.0,4126.0,0.0,2.169
6.2073,31.0,2878.0,0.0,2.825
5.8151,6.0,4405.0,0.0,2.956
5.8322,14.0,16199.0,3.0,2.818
5.6277,14.0,14917.0,3.0,2.698
5.2879,12.0,5719.0,3.0,2.312
6.5615,8.0,8647.0,3.0,3.183
5.6758,15.0,8112.0,3.0,2.534
6.1047,7.0,10648.0,3.0,2.782
3.5714,5.0,1150.0,0.0,3.0
6.0824,3.0,14014.0,3.0,2.735
4.3594,23.0,4332.0,3.0,2.234
5.5737,35.0,1716.0,3.0,2.145
4.8962,31.0,4981.0,3.0,2.202
4.6978,24.0,8444.0,3.0,2.403
4.4259,6.0,3028.0,3.0,1.58
3.3008,26.0,2068.0,3.0,2.242
4.5687,33.0,1325.0,3.0,1.772
3.8179,24.0,2563.0,3.0,2.161
5.0,18.0,5505.0,0.0,2.697
4.3393,20.0,6462.0,0.0,2.312
4.1387,4.0,3746.0,0.0,1.625
4.8052,13.0,8918.0,0.0,2.54
4.6349,31.0,1949.0,0.0,1.962
3.168,17.0,4924.0,0.0,1.894
3.1326,17.0,5133.0,0.0,2.208
2.9074,16.0,6647.0,0.0,2.138
8.3996,15.0,5674.0,0.0,4.429
6.6478,21.0,10687.0,0.0,3.334
6.629,25.0,1354.0,0.0,3.524
6.2179,27.0,3715.0,0.0,3.053
5.761,33.0,2095.0,0.0,2.596
4.6641,29.0,3517.0,0.0,2.489
6.7599,31.0,2537.0,0.0,3.56
3.9909,14.0,5106.0,0.0,2.36
4.2955,23.0,2215.0,0.0,2.188
4.9615,28.0,2949.0,0.0,2.28
2.6198,18.0,2375.0,0.0,2.359
4.7135,28.0,2312.0,0.0,2.032
4.75,35.0,2277.0,0.0,1.97
5.4299,26.0,2506.0,0.0,2.364
4.6,28.0,2829.0,0.0,2.232
4.1947,26.0,3179.0,0.0,2.227
5.388,26.0,2332.0,0.0,2.25
3.9444,18.0,3584.0,0.0,2.401
5.3283,28.0,3046.0,0.0,2.279
4.8403,28.0,2414.0,0.0,2.686
5.1616,29.0,4133.0,0.0,2.751
4.9167,34.0,2791.0,3.0,2.563
4.1591,27.0,6103.0,0.0,3.324
5.0,32.0,2572.0,3.0,2.876
5.8325,26.0,1910.0,0.0,2.989
5.7057,27.0,1890.0,3.0,2.876
5.0423,25.0,5405.0,0.0,2.222
4.5317,26.0,3761.0,0.0,2.326
5.4359,25.0,3333.0,0.0,2.583
5.0824,23.0,4925.0,0.0,2.309
5.2308,33.0,3994.0,0.0,1.969
4.4107,22.0,5811.0,0.0,2.235
5.2396,26.0,4211.0,0.0,2.239
4.7478,27.0,5532.0,0.0,2.435
8.4045,7.0,28258.0,0.0,4.511
9.7194,9.0,4909.0,0.0,5.00001
5.1643,10.0,7441.0,0.0,1.931
5.3813,23.0,4314.0,0.0,2.644
6.0878,26.0,2016.0,0.0,2.469
6.868,13.0,5377.0,0.0,3.373
6.992,22.0,9167.0,3.0,2.848
4.9118,26.0,3087.0,3.0,2.173
4.4357,23.0,3170.0,3.0,2.917
4.9464,26.0,2145.0,3.0,2.238
5.2882,25.0,4209.0,3.0,2.231
5.1321,23.0,4247.0,3.0,2.113
3.9667,25.0,4458.0,3.0,2.185
3.1696,17.0,407.0,3.0,1.563
5.0838,20.0,6483.0,3.0,2.482
4.8214,35.0,1867.0,3.0,1.86
4.1406,6.0,2918.0,3.0,1.782
3.7364,34.0,2316.0,3.0,1.904
3.535,31.0,1240.0,3.0,2.103
5.0739,16.0,4458.0,3.0,2.08
3.256,18.0,1746.0,3.0,1.833
6.0667,19.0,4572.0,3.0,2.457
5.7072,21.0,4280.0,3.0,2.422
4.9867,7.0,6352.0,0.0,1.817
5.1437,4.0,7477.0,0.0,2.994
5.347,22.0,4638.0,0.0,2.195
5.7233,25.0,4377.0,0.0,2.318
4.4697,26.0,3816.0,0.0,2.213
4.9107,26.0,2806.0,0.0,2.138
4.2281,26.0,4822.0,0.0,2.06
5.0143,15.0,6473.0,0.0,2.711
7.2494,6.0,8072.0,0.0,3.365
5.1406,46.0,1280.0,1.0,3.156
8.3337,24.0,3166.0,0.0,5.00001
7.316,13.0,3742.0,0.0,2.854
6.4994,18.0,7397.0,1.0,3.23
7.2211,23.0,1655.0,0.0,2.919
4.4087,3.0,2456.0,0.0,2.256
5.9345,23.0,2179.0,0.0,2.596
6.177,20.0,1804.0,0.0,2.629
5.817,18.0,3631.0,0.0,2.573
6.3132,18.0,2876.0,0.0,2.592
6.3373,12.0,7490.0,0.0,3.397
7.333,23.0,2234.0,1.0,3.372
6.2918,22.0,1898.0,0.0,3.341
6.5214,16.0,4070.0,1.0,3.115
6.4524,25.0,2244.0,1.0,2.969
6.0604,20.0,2948.0,1.0,2.479
6.5285,19.0,2034.0,1.0,3.004
7.2639,15.0,2130.0,0.0,3.324
7.4353,7.0,9540.0,0.0,3.898
3.1127,29.0,2702.0,1.0,2.33
2.4896,39.0,522.0,1.0,2.385
5.0677,52.0,775.0,1.0,2.333
2.1187,3.0,1565.0,1.0,2.313
10.9506,20.0,1309.0,1.0,4.758
7.0691,13.0,5519.0,0.0,3.932
5.5,10.0,4337.0,1.0,2.472
4.9879,28.0,1812.0,1.0,2.294
6.8132,4.0,4719.0,1.0,2.825
5.6399,14.0,4236.0,1.0,3.006
4.1597,22.0,3634.0,1.0,2.932
5.7519,27.0,1569.0,1.0,2.785
5.6417,13.0,13182.0,1.0,3.529
10.3203,43.0,228.0,1.0,4.0
4.3472,47.0,127.0,1.0,3.75
6.6827,13.0,9621.0,1.0,3.137
3.62,4.0,6159.0,0.0,1.393
7.3588,16.0,4290.0,1.0,3.275
5.7239,26.0,1786.0,1.0,4.306
4.2083,32.0,404.0,1.0,1.25
6.1023,17.0,1671.0,1.0,4.5
3.9864,12.0,5608.0,1.0,2.002
4.8624,11.0,12070.0,1.0,1.924
9.1531,25.0,494.0,1.0,4.188
4.7361,22.0,5533.0,1.0,2.168
5.4324,17.0,3956.0,1.0,2.155
4.9375,12.0,1906.0,1.0,2.277
3.3841,29.0,3433.0,1.0,1.844
3.5532,36.0,1687.0,1.0,1.584
3.3618,34.0,2358.0,1.0,1.746
4.3533,35.0,2853.0,1.0,1.684
4.5357,25.0,6296.0,1.0,1.884
5.7068,9.0,3980.0,1.0,2.567
3.7212,26.0,2647.0,1.0,1.838
5.2443,35.0,1755.0,1.0,1.834
4.2361,35.0,1864.0,1.0,1.775
3.1856,32.0,1078.0,1.0,1.869
5.4496,17.0,20354.0,1.0,2.389
3.0222,17.0,3112.0,1.0,1.725
2.6667,44.0,495.0,1.0,1.792
3.7301,52.0,2157.0,1.0,2.044
4.6806,41.0,1501.0,1.0,2.094
5.7907,20.0,8068.0,1.0,2.642
6.3705,6.0,3023.0,1.0,3.5
5.2649,26.0,2211.0,1.0,1.998
6.0797,26.0,2163.0,1.0,2.11
4.8571,28.0,1773.0,1.0,2.011
3.8523,25.0,1947.0,1.0,1.93
5.98,22.0,14701.0,1.0,2.45
2.45,17.0,1364.0,1.0,1.176
2.2417,15.0,2061.0,1.0,0.979
3.15,16.0,3045.0,1.0,1.406
3.4609,14.0,3545.0,1.0,1.209
3.0,13.0,2944.0,1.0,1.19
3.2031,16.0,1443.0,1.0,1.292
2.5208,17.0,2277.0,1.0,0.991
2.3549,18.0,1564.0,1.0,1.089
3.0125,15.0,4403.0,1.0,1.117
2.05,34.0,1133.0,1.0,0.689
3.125,23.0,1001.0,1.0,0.964
2.65,10.0,1783.0,1.0,1.167
3.5,17.0,1521.0,1.0,1.238
2.5476,25.0,1374.0,1.0,0.979
3.9107,40.0,1391.0,1.0,1.298
4.2917,13.0,1473.0,1.0,1.213
3.3393,15.0,1248.0,1.0,1.072
4.3029,16.0,1748.0,1.0,1.219
2.8125,28.0,3998.0,1.0,1.134
3.5508,27.0,3471.0,1.0,0.991
3.2589,18.0,2791.0,1.0,1.03
3.2937,13.0,2084.0,1.0,1.142
3.0465,17.0,5654.0,1.0,1.441
2.3125,15.0,4221.0,1.0,1.286
2.525,9.0,1787.0,1.0,1.572
3.175,18.0,2144.0,1.0,1.185
2.6078,23.0,1538.0,1.0,1.167
2.7399,15.0,3750.0,1.0,1.348
2.7236,19.0,3267.0,1.0,1.099
4.4531,16.0,1257.0,1.0,1.443
3.2135,37.0,1341.0,1.0,1.236
3.1142,12.0,9831.0,1.0,1.126
3.0068,23.0,6010.0,1.0,1.073
3.0905,12.0,7653.0,1.0,1.178
1.9362,17.0,5273.0,1.0,0.899
2.3155,14.0,2351.0,1.0,1.023
2.0094,19.0,7254.0,1.0,0.873
3.07,15.0,10265.0,1.0,1.426
1.6785,12.0,14631.0,1.0,1.531
3.6625,22.0,1707.0,1.0,1.266
3.5046,18.0,1651.0,1.0,1.183
3.9,7.0,1737.0,1.0,1.47
1.8095,39.0,568.0,1.0,0.781
2.2833,39.0,1139.0,1.0,0.858
1.5633,41.0,2901.0,1.0,0.845
3.4191,52.0,444.0,1.0,1.375
0.9393,17.0,3425.0,1.0,0.889
1.1019,13.0,3494.0,1.0,1.202
1.7284,29.0,4362.0,1.0,0.745
2.2621,43.0,2976.0,1.0,0.851
2.575,34.0,3263.0,1.0,1.303
4.3309,28.0,2551.0,1.0,1.252
3.0253,29.0,7744.0,1.0,1.114
3.2016,37.0,2236.0,1.0,0.97
3.1125,11.0,7212.0,1.0,1.226
3.0625,8.0,5690.0,1.0,1.163
2.125,8.0,140.0,1.0,1.792
2.2925,44.0,2923.0,1.0,0.858
1.6797,52.0,677.0,1.0,0.948
1.5481,52.0,502.0,1.0,2.0
0.987,52.0,857.0,1.0,1.125
0.9566,52.0,1457.0,1.0,0.69
1.3672,52.0,957.0,1.0,0.55
2.0064,52.0,1741.0,1.0,0.779
1.6911,18.0,7272.0,1.0,0.988
1.6827,52.0,1890.0,1.0,0.787
1.5863,21.0,5051.0,1.0,0.813
1.7426,33.0,2242.0,1.0,0.603
1.5064,42.0,2978.0,1.0,0.663
2.0288,18.0,1222.0,1.0,1.167
4.5032,11.0,5103.0,1.0,1.597
3.7007,26.0,2741.0,1.0,1.392
3.5735,16.0,1453.0,1.0,0.896
3.5375,38.0,549.0,1.0,1.531
2.8306,25.0,2202.0,1.0,0.875
2.3833,24.0,1535.0,1.0,0.951
3.0625,20.0,1465.0,1.0,0.938
2.7143,16.0,2867.0,1.0,0.953
3.5189,15.0,3996.0,1.0,1.413
2.4028,17.0,858.0,1.0,0.675
2.3036,22.0,1468.0,1.0,0.73
2.8657,14.0,1527.0,1.0,1.196
2.2419,16.0,4591.0,1.0,0.932
2.4537,10.0,1742.0,1.0,1.179
2.5374,11.0,3835.0,1.0,0.972
2.3507,12.0,1958.0,1.0,0.976
2.3079,12.0,3744.0,1.0,0.953
2.6147,11.0,3974.0,1.0,1.077
2.567,18.0,2672.0,1.0,1.029
1.625,20.0,743.0,1.0,0.883
1.4048,16.0,2754.0,1.0,0.865
2.1838,18.0,945.0,1.0,0.58
1.875,26.0,1503.0,1.0,0.84
2.963,25.0,1612.0,1.0,0.895
2.6823,28.0,1677.0,1.0,0.934
2.1912,23.0,790.0,1.0,1.152
2.0458,18.0,2221.0,1.0,1.057
2.3068,24.0,1535.0,1.0,0.973
2.7863,19.0,2636.0,1.0,1.086
2.0882,20.0,1384.0,1.0,1.049
3.1061,19.0,2487.0,1.0,1.102
1.7875,18.0,1676.0,1.0,1.038
2.2,20.0,908.0,1.0,0.808
2.3403,23.0,2263.0,1.0,0.873
1.8245,22.0,2447.0,1.0,0.855
2.5428,31.0,2431.0,1.0,0.85
1.8125,23.0,1759.0,1.0,0.935
3.0,31.0,1599.0,1.0,0.967
2.8182,22.0,2598.0,1.0,1.097
1.7788,14.0,2063.0,1.0,0.858
1.0625,20.0,1173.0,1.0,0.928
1.8616,37.0,1296.0,1.0,0.705
2.3711,20.0,1808.0,1.0,1.218
3.066,17.0,2748.0,1.0,1.026
2.9625,17.0,3502.0,1.0,1.012
3.13,8.0,2836.0,1.0,1.683
2.4623,17.0,1619.0,1.0,1.261
2.3798,17.0,1646.0,1.0,0.838
1.9766,19.0,2888.0,1.0,0.926
2.3958,15.0,1677.0,1.0,1.112
1.6948,15.0,1896.0,1.0,0.875
2.3895,17.0,1583.0,1.0,0.875
2.8871,22.0,2828.0,1.0,0.947
2.3684,35.0,632.0,1.0,0.625
1.4896,17.0,1483.0,1.0,0.833
2.3917,15.0,2490.0,1.0,0.857
1.7708,9.0,818.0,1.0,0.795
1.7308,26.0,1957.0,1.0,0.536
1.5771,12.0,1733.0,1.0,0.652
2.1467,15.0,886.0,1.0,0.841
2.9562,14.0,5549.0,1.0,1.423
3.9028,25.0,848.0,1.0,0.938
3.0446,26.0,1652.0,1.0,0.908
3.2174,17.0,1554.0,1.0,0.918
2.6921,19.0,3720.0,1.0,0.975
4.5156,35.0,1806.0,1.0,0.912
2.4821,30.0,1030.0,1.0,0.738
2.9688,24.0,1028.0,1.0,0.864
2.502,33.0,3585.0,1.0,0.621
2.334,30.0,3085.0,1.0,0.722
2.0357,39.0,1551.0,1.0,0.576
0.8024,48.0,827.0,1.0,0.583
1.1607,50.0,1050.0,1.0,0.517
1.3654,47.0,1064.0,1.0,0.579
1.6352,46.0,1885.0,1.0,0.531
1.5714,31.0,2023.0,1.0,0.561
1.9956,25.0,2409.0,1.0,0.58
1.6389,24.0,1865.0,1.0,0.567
2.1658,29.0,1947.0,1.0,0.576
1.6346,18.0,2105.0,1.0,0.633
1.8661,24.0,1610.0,1.0,0.598
1.4833,23.0,1387.0,1.0,0.652
0.8252,15.0,202.0,1.0,0.425
1.0585,26.0,3215.0,1.0,0.451
1.3289,38.0,1438.0,1.0,0.394
1.5313,19.0,1537.0,1.0,0.503
1.8047,29.0,2896.0,1.0,0.538
2.4952,14.0,1724.0,1.0,0.539
2.2045,41.0,461.0,1.0,0.418
2.9965,20.0,2505.0,1.0,0.889
3.2833,33.0,1462.0,1.0,0.826
2.6563,30.0,1217.0,1.0,0.636
2.0455,21.0,2628.0,1.0,0.594
1.3611,18.0,2278.0,1.0,0.606
2.6071,26.0,1340.0,1.0,0.571
1.7727,31.0,1434.0,1.0,0.49
2.3566,15.0,2119.0,1.0,0.804
2.425,17.0,3659.0,1.0,0.962
3.0208,52.0,189.0,1.0,0.6
2.5313,27.0,720.0,1.0,0.613
2.1776,22.0,2515.0,1.0,0.738
1.9943,27.0,2599.0,1.0,0.863
1.7552,24.0,1003.0,1.0,0.864
2.6607,22.0,1217.0,1.0,0.846
2.7891,40.0,812.0,1.0,0.735
2.3224,29.0,2220.0,1.0,0.562
1.7885,32.0,1852.0,1.0,0.57
1.91,46.0,1210.0,1.0,0.639
2.0474,37.0,2330.0,1.0,0.56
1.8355,34.0,842.0,1.0,0.63
2.3243,27.0,2596.0,1.0,0.855
2.5259,30.0,1019.0,1.0,0.813
2.2813,21.0,1432.0,1.0,0.576
2.1728,22.0,1814.0,1.0,0.594
2.4943,29.0,1687.0,1.0,0.819
3.3929,39.0,1105.0,1.0,0.821
2.3816,16.0,4221.0,1.0,1.16
2.5,10.0,1566.0,1.0,1.161
2.3654,34.0,2745.0,1.0,0.949
2.9063,27.0,1199.0,1.0,0.922
2.2875,37.0,736.0,1.0,0.799
2.6528,9.0,7450.0,1.0,1.33
3.0,16.0,3758.0,1.0,1.226
2.9821,19.0,1003.0,1.0,0.904
2.0472,16.0,3120.0,1.0,0.932
4.0109,8.0,2029.0,1.0,1.259
3.636,9.0,3585.0,1.0,1.331
3.8488,7.0,7188.0,1.0,1.306
2.1382,21.0,3095.0,1.0,1.04
2.5473,32.0,2685.0,1.0,1.016
2.0417,17.0,2967.0,1.0,0.926
2.6417,13.0,4110.0,1.0,1.223
2.4583,13.0,763.0,1.0,1.125
2.6667,20.0,1326.0,1.0,0.866
2.5667,21.0,1435.0,1.0,0.774
2.7344,18.0,2912.0,1.0,0.919
3.024,17.0,1463.0,1.0,1.009
1.625,18.0,1411.0,1.0,0.947
2.2604,17.0,1504.0,1.0,0.848
2.8208,10.0,4300.0,1.0,1.399
3.75,10.0,3757.0,1.0,1.214
4.4063,13.0,2962.0,1.0,1.558
2.9821,17.0,5497.0,1.0,1.115
2.6942,13.0,4401.0,1.0,1.235
2.5352,13.0,4495.0,1.0,1.137
3.3542,10.0,3486.0,1.0,1.038
3.075,13.0,3297.0,1.0,1.083
3.125,11.0,1568.0,1.0,0.775
2.7841,48.0,1096.0,1.0,0.658
2.9489,39.0,1548.0,1.0,0.675
2.2754,23.0,3832.0,1.0,0.592
2.7137,17.0,6440.0,1.0,0.72
3.2625,27.0,1446.0,1.0,0.928
3.017,52.0,224.0,1.0,1.125
2.25,10.0,266.0,1.0,0.75
3.125,33.0,1064.0,1.0,1.08
2.331,28.0,4169.0,1.0,0.655
2.875,44.0,1064.0,1.0,0.615
2.5625,35.0,2791.0,1.0,0.627
1.7463,19.0,1629.0,1.0,0.688
2.2679,50.0,1592.0,1.0,0.691
2.5556,52.0,1989.0,1.0,0.758
2.4559,39.0,1214.0,1.0,0.75
2.1845,39.0,701.0,1.0,1.125
3.4402,28.0,3144.0,1.0,1.924
3.6694,17.0,2549.0,1.0,2.094
3.2619,25.0,2019.0,1.0,1.838
5.0016,3.0,9217.0,1.0,1.891
4.9618,7.0,7957.0,1.0,1.565
5.0468,5.0,7105.0,1.0,1.688
3.6411,19.0,3388.0,1.0,1.628
5.1041,9.0,3079.0,1.0,1.729
3.3558,27.0,3861.0,1.0,1.297
4.375,22.0,1046.0,1.0,2.135
1.6554,44.0,1014.0,1.0,1.194
2.8828,36.0,1710.0,1.0,1.311
3.8125,15.0,1850.0,1.0,1.254
3.2813,33.0,2396.0,1.0,1.514
4.7426,19.0,2055.0,1.0,2.631
4.8958,17.0,1962.0,1.0,1.871
2.2216,19.0,2005.0,1.0,1.567
5.7104,5.0,4980.0,1.0,1.863
4.6587,10.0,3258.0,1.0,1.525
5.1017,13.0,2479.0,1.0,2.414
6.9051,5.0,14684.0,1.0,3.409
3.691,30.0,1428.0,1.0,1.544
4.4583,22.0,1999.0,1.0,2.539
2.2532,46.0,2273.0,1.0,1.094
2.2361,47.0,1942.0,1.0,1.051
2.2639,52.0,1124.0,1.0,1.285
2.2361,46.0,176.0,1.0,0.938
2.1719,42.0,1017.0,1.0,0.991
1.5988,50.0,1120.0,1.0,0.964
3.4722,25.0,3018.0,1.0,1.27
0.536,46.0,66.0,1.0,0.875
4.4491,19.0,2688.0,1.0,1.339
3.1728,17.0,4032.0,1.0,1.468
3.6118,34.0,3090.0,1.0,1.247
2.7234,44.0,3184.0,1.0,1.102
3.5179,37.0,3058.0,1.0,1.308
